"Phys. Inventory Doc.","Material","Description","Plant","Storage Location","Book quantity (MB52)","Qty Counted","Difference Quantity","Base Unit of Measure","Net Cost Difference"
"100325419","10088118P23","SI BARRIER CTR 45D CT 12-20A","","FLOR","1","0","0","H87","0"
"100325420","10088118P8","SI BARRIER CTR 30D CT 04-10A","","FLOR","14","0","0","H87","0"
"100325421","10088118P9","SI BARRIER CTR 35D CT 04-10A","","FLOR","7","0","0","H87","0"
"100325422","10088127P30","SC ABB XFMR XTION SPL 40A C/A","","FLOR","1","0","0","H87","0"
"100325423","10088127P36","SC ABB XFMR XTION SPL 40A CU","","FLOR","1","0","0","H87","0"
"100313501","75C143990P464","TIER CU 40A T3 TOP B","","FLOR","99","0","0","H87","0"
"100325425","10088128P1","SM ABB MTG BRKT NEUT TO GND","","FLOR","5","0","0","H87","0"
"100325426","10088128P2","SM ABB XTION MTG BRKT","","FLOR","14","0","0","H87","0"
"100325427","10088129P18","SM ABB ADPT GND TO NEUT 30/40","","FLOR","2","0","0","H87","0"
"100325428","10088129P20","SM ABB ADPT GND TO NEUT CU/AL","","FLOR","2","0","0","H87","0"
"100325429","10088129P21","SM ABB ADPT GND TO NEUT CU/AL","","FLOR","1","0","0","H87","0"
"100325430","10088129P4","SM ABB GND CON OUT 05-10A 45D","","FLOR","1","0","0","H87","0"
"100325431","10088130P2","SM ABB FULL HGT BARRIER 35D","","FLOR","1","0","0","H87","0"
"100325432","10088130P4","SM ABB FULL HGT BARRIER 45D","","FLOR","1","0","0","H87","0"
"100325433","10088130P5","SM ABB FULL HGT BARR 50-60D","","FLOR","1","0","0","H87","0"
"100325434","10088130P6","SM ABB NEUTRAL BARRIER","","FLOR","2","0","0","H87","0"
"100325435","10088150P1","SA BONDING JUMPER","","FLOR","2","0","0","H87","0"
"100325436","10088158P1","SA A PHASE LUG PAD 16-20A","","FLOR","6","0","0","H87","0"
"100325437","10088158P15","SA A PHA PBII TIER","","FLOR","2","0","0","H87","0"
"100325438","10088158P16","SA A PHA PBII TIER","","FLOR","1","0","0","H87","0"
"100325439","10088158P19","SA B PHA PII TIER","","FLOR","2","0","0","H87","0"
"100325440","10088158P2","SA B","","FLOR","6","0","0","H87","0"
"100325441","10088158P20","SA B PHA PII TIER","","FLOR","2","0","0","H87","0"
"100325442","10088158P23","SA C PHA PBII TIER","","FLOR","2","0","0","H87","0"
"100325443","10088158P24","SA C PHA PBII TIER","","FLOR","1","0","0","H87","0"
"100325444","10088158P3","SA NEUT LUG PAD 16-20A","","FLOR","7","0","0","H87","0"
"100325445","10088158P55","SA GROUND RISER 20A 42H","","FLOR","1","0","0","H87","0"
"100325446","10088158P57","SA AUX GND RISER 20A 6H","","FLOR","1","0","0","H87","0"
"100325447","10088158P79","SA AUX GND EXTEND 20A 30D","","FLOR","1","0","0","H87","0"
"100325448","10088158P88","SA GND DISCONN LINK 20A","","FLOR","1","0","0","H87","0"
"100325449","10088158P96","SA B","","FLOR","7","0","0","H87","0"
"100325450","10088266P1","SM BRACKET MAIN BUS","","FLOR","262","0","0","H87","0"
"100325451","10088284P1","SI BOTTOM BARRIER 35W T2","","FLOR","1","0","0","H87","0"
"100325452","10088343P1","SA VERTICAL RISER","","FLOR","1","0","0","H87","0"
"100325453","10088343P2","SA VERTICAL RISER","","FLOR","4","0","0","H87","0"
"100325454","10088343P5","SA VERTICAL RISER","","FLOR","6","0","0","H87","0"
"100325455","10088347P1","SC NEUT SPLIT BUS 08/16A 35W","","FLOR","1","0","0","H87","0"
"100325456","10088347P13","SA NEUT SPLIT BUS 12/25A 35W","","FLOR","3","0","0","H87","0"
"100325457","10088347P15","SA NEUT SPLIT BUS 20/40A 35W","","FLOR","2","0","0","H87","0"
"100325458","10088348P1","SC NEUT SPLIT BUS 08/16A","","FLOR","1","0","0","H87","0"
"100325459","10088348P10","SA NEUT SPLIT BUS 20/40A","","FLOR","2","0","0","H87","0"
"100325460","10088348P6","SA NEUT SPLIT BUS 08/16A","","FLOR","1","0","0","H87","0"
"100325461","10088348P8","SA NEUT SPLIT BUS 12/25A","","FLOR","3","0","0","H87","0"
"100325462","10088368P1","SC NEUT RISER 30-60D","","FLOR","1","0","0","H87","0"
"100325463","10088386P25","SA NEUT RISER 20/40A 50D","","FLOR","1","0","0","H87","0"
"100325464","10088386P30","SA NEUT RISER 20/40A 55D","","FLOR","1","0","0","H87","0"
"100325465","10088386P5","SA NEUT RISER 20/40A 30D","","FLOR","1","0","0","H87","0"
"100325466","10088388P25","SA NEUTRAL RISER 20/40A 50D","","FLOR","1","0","0","H87","0"
"100325467","10088388P30","SA NEUTRAL RISER 20/40A 55D","","FLOR","1","0","0","H87","0"
"100325468","10088388P8","SA NEUTRAL RISER 12/25A 35D","","FLOR","1","0","0","H87","0"
"100325469","10088389P25","SA NEUTRAL RISER 20/40A 50D","","FLOR","1","0","0","H87","0"
"100325470","10088389P30","SA NEUTRAL RISER 20/40A 55D","","FLOR","1","0","0","H87","0"
"100325471","10088391P1","SC BND JUMPER M/N DISC 30D","","FLOR","2","0","0","H87","0"
"100325472","10088391P2","SC BND JUMPER M/N DISC 35D","","FLOR","1","0","0","H87","0"
"100325473","10088391P3","SC BND JUMPER M/N DISC 40D","","FLOR","1","0","0","H87","0"
"100325474","10088391P5","SC BND JUMPER M/N DISC 50D","","FLOR","1","0","0","H87","0"
"100325475","10088391P6","SC BND JUMPER M/N DISC 55D","","FLOR","1","0","0","H87","0"
"100325476","10088394P1","SC BND JUMPER M/N DISC","","FLOR","3","0","0","H87","0"
"100325477","10088394P2","SC BND JUMPER M/N DISC","","FLOR","2","0","0","H87","0"
"100325478","10088395P1","SC MAIN NEUT CON 08/16A","","FLOR","1","0","0","H87","0"
"100325479","10088395P10","SA MAIN NEUT CON 20/40A","","FLOR","2","0","0","H87","0"
"100325480","10088395P6","SA MAIN NEUT CON 08/16A","","FLOR","1","0","0","H87","0"
"100325481","10088395P8","SA MAIN NEUT CON 12/25A","","FLOR","3","0","0","H87","0"
"100325482","10088397P1","SM BRKT VERT BRACING","","FLOR","8","0","0","H87","0"
"100325483","10088398P1","VERT NEUT SUPPORT BRACING 35W","","FLOR","2","0","0","H87","0"
"100325484","10088416P2","PM FILLER COLLECTOR 18X","","FLOR","33","0","0","H87","0"
"100325485","10088416P3","BRACKET","","FLOR","18","0","0","H87","0"
"100325486","10088416P6","PM FILLER COLLECTOR 38X","","FLOR","12","0","0","H87","0"
"100325487","10090069P2","SA VERTICAL RISER","","FLOR","22","0","0","H87","0"
"100325488","10090069P3","SA VERTICAL RISER","","FLOR","1","0","0","H87","0"
"100325489","10090069P5","SA VERTICAL RISER","","FLOR","3","0","0","H87","0"
"100325490","10090069P6","SA VERTICAL RISER-AL 600A","","FLOR","12","0","0","H87","0"
"100325491","10090069P7","SA VERTICAL RISER-AL 1200A","","FLOR","7","0","0","H87","0"
"100325492","10090070P2","SC VERTICAL RISER","","FLOR","4","0","0","H87","0"
"100325493","10090070P6","SC VERTICAL RISER-CU 600A","","FLOR","2","0","0","H87","0"
"100325494","10090097P10","BM SIDE TRIM 36","","FLOR","6","0","0","H87","0"
"100325495","10090097P11","BM SIDE TRIM 36","","FLOR","52","0","0","H87","0"
"100325496","10090097P12","BM SIDE TRIM 36","","FLOR","2","0","0","H87","0"
"100325497","10090097P13","BM SIDE TRIM 36","","FLOR","14","0","0","H87","0"
"100325498","10090097P8","BM SIDE TRIM 36","","FLOR","2","0","0","H87","0"
"100325499","10090203P3","LABEL FILLER","","FLOR","1","0","0","H87","0"
"100325500","10090242P1","SM BRACKET BARRIER","","FLOR","1","0","0","H87","0"
"100325501","10090260P2","SA HORIZONTAL BARRIER","","FLOR","1","0","0","H87","0"
"100325502","10090317P15","SM BARRIER EUC CT 04-10A 35D","","FLOR","7","0","0","H87","0"
"100325503","10090317P16","SM BARRIER EUC CT 04-10A 40D","","FLOR","14","0","0","H87","0"
"100325504","10090317P17","SM BARRIER EUC CT 04-10A 45D","","FLOR","2","0","0","H87","0"
"100325505","10090317P24","SM BARRIER EUC CT 12-20A 50D","","FLOR","4","0","0","H87","0"
"100325506","10090360P1","SA BARRIER PROTECTOR","","FLOR","2","0","0","H87","0"
"100325507","10090390P122","SM COVER GUTT ADS 45W 28X 42H","","FLOR","2","0","0","H87","0"
"100325508","10090390P125","SM COVER GUTT ADS 45W 43X 63H","","FLOR","4","0","0","H87","0"
"100325509","10090390P14","GUTTER COVER","","FLOR","1","0","0","H87","0"
"100325510","10090390P35","SM COVER","","FLOR","4","0","0","H87","0"
"100325511","10090390P6","GUTTER COVER - 38X","","FLOR","2","0","0","H87","0"
"100325512","10090390P7","GUTTER COVER - 43X","","FLOR","4","0","0","H87","0"
"100325513","10090423P6","SM SHIPPING BRACE","","FLOR","1","0","0","H87","0"
"100325514","10090436P1","45W 18D INSUL BARR","","FLOR","6","0","0","H87","0"
"100325515","10090564P5","PM DOOR","","FLOR","6","0","0","H87","0"
"100325516","10090842P1","SI SUPPORT CHANNEL LUG","","FLOR","8","0","0","H87","0"
"100325517","10091788P4","SC CORNER MAIN BUS","","FLOR","8","0","0","H87","0"
"100325518","10091821P12","S CORNER LINK BUS 12A AL","","FLOR","15","0","0","H87","0"
"100325519","10091821P16","S CORNER LINK BUS 25A AL","","FLOR","15","0","0","H87","0"
"100325520","10091822P12","S CORNER BUS LINK 12A AL","","FLOR","5","0","0","H87","0"
"100325521","10091822P16","S CORNER BUS LINK 25A AL","","FLOR","5","0","0","H87","0"
"100325522","10091823P1","SM NEUTRAL BRACKET","","FLOR","4","0","0","H87","0"
"100325523","10091824P1","SM MAIN BUS BRACKET","","FLOR","3","0","0","H87","0"
"100325524","10091962P1","SM CS GND BRKT","","FLOR","1","0","0","H87","0"
"100325525","10092018P1","SC N3R GROUND RISER ABB XFMR","","FLOR","1","0","0","H87","0"
"100325526","10092020P2","SC GND SPLICE ABB XTION N3R","","FLOR","3","0","0","H87","0"
"100325527","10092269P6","S ST MAIN BUS 20W 08/16A AL","","FLOR","44","0","0","H87","0"
"100325528","10092269P7","S ST MAIN BUS 20W 10/20A AL","","FLOR","14","0","0","H87","0"
"100325529","10092294P1","SM CHANNEL SUPPORT RH","","FLOR","1","0","0","H87","0"
"100325530","10092295P1","SM CHANNEL SUPPORT LH","","FLOR","1","0","0","H87","0"
"100325531","10092297P1","SC SOCKET METER CAP","","FLOR","3","0","0","H87","0"
"100325532","10092297P2","SC SOCKET METER CAP","","FLOR","3","0","0","H87","0"
"100325533","10092299P1","SA ST TOP BARRIER","","FLOR","2","0","0","H87","0"
"100325534","10092300P1","SA ST REAR BARRIER","","FLOR","2","0","0","H87","0"
"100325535","10092316P1","SA ST BOTTOM BARRIER SF","","FLOR","2","0","0","H87","0"
"100325536","10092412P1","SM BRKT MAIN BUS 60A 100KAIC","","FLOR","2","0","0","H87","0"
"100325537","10092816P1","SM BOTTOM BRKT ST","","FLOR","16","0","0","H87","0"
"100325538","10092816P2","SM BOTTOM BRKT ST","","FLOR","2","0","0","H87","0"
"100325539","10092816P5","SM BRACKET BARRIER","","FLOR","23","0","0","H87","0"
"100325540","10092817P1","SM SOCKET BACK PLATE","","FLOR","27","0","0","H87","0"
"100325541","10092932P1","SM BRKT AUX NEUTRAL","","FLOR","4","0","0","H87","0"
"100325542","10093071P1","SHEET MTL STRIP","","FLOR","8","0","0","H87","0"
"100325543","10093071P3","SC SHT MTL STRP","","FLOR","4","0","0","H87","0"
"100325544","10093071P4","SM SH-MTL STRIP","","FLOR","1","0","0","H87","0"
"100325545","10093100P1","SC VERT RISER","","FLOR","27","0","0","H87","0"
"100325546","10093100P2","SC VERT RISER RECEP GENTOWER","","FLOR","160","0","0","H87","0"
"100325547","10093100P3","SC VERT RISER RECP CU 25A","","FLOR","42","0","0","H87","0"
"100325548","10093100P4","SC VERT RISER RECP CU 30A","","FLOR","16","0","0","H87","0"
"100325549","10093101P19","SC RECP TIER C-PH INN 16A","","FLOR","1","0","0","H87","0"
"100325550","10093101P20","SC RECP TIER C-PH OUT 16A","","FLOR","1","0","0","H87","0"
"100325551","10093101P21","SC RECP TIER B-PH INN 16A","","FLOR","1","0","0","H87","0"
"100325552","10093101P22","SC RECP TIER B-PH OUT 16A","","FLOR","1","0","0","H87","0"
"100325553","10093101P23","SC RECP TIER A-PH INN 16A","","FLOR","1","0","0","H87","0"
"100325554","10093101P24","SC RECP TIER A-PH OUT 16A","","FLOR","1","0","0","H87","0"
"100325555","10093101P3","SC RECP TIER B-PH","","FLOR","2","0","0","H87","0"
"100325556","10093101P4","SC RECP TIER B-PH","","FLOR","2","0","0","H87","0"
"100325557","10093103P2","SHT MTL STR","","FLOR","11","0","0","H87","0"
"100325558","10093104P1","SC AUX NEUTRAL","","FLOR","2","0","0","H87","0"
"100325559","10093106P1","SM BARRIER EUC 30D","","FLOR","2","0","0","H87","0"
"100325560","10093110P1","SC GRND BUS RECEP 16-20A","","FLOR","4","0","0","H87","0"
"100325561","10093111P2","SC GND RISER","","FLOR","1","0","0","H87","0"
"100325562","10093112P1","SC FLAT RISER RECP GQC 20A","","FLOR","16","0","0","H87","0"
"100325563","10093112P2","SC FLAT RISER RECP CU 25A","","FLOR","8","0","0","H87","0"
"100325564","10093114P1","SC NEUT RISER","","FLOR","1","0","0","H87","0"
"100325565","10093114P2","SC NEUT RISER","","FLOR","1","0","0","H87","0"
"100325566","10093117P1","SM RECP GLAST BRKT TOP","","FLOR","1","0","0","H87","0"
"100325567","10093117P2","SM RECP GLAST BRKT BOT","","FLOR","1","0","0","H87","0"
"100325568","10093117P3","SM RECP GLAST BRKT T&B","","FLOR","6","0","0","H87","0"
"100325569","10093118P1","SM RECP BRACING BRKT","","FLOR","3","0","0","H87","0"
"100325570","10093118P4","SM RECP BRACING BRKT","","FLOR","6","0","0","H87","0"
"100325571","10093120P1","SC AUX GROUND 16A & 20A","","FLOR","1","0","0","H87","0"
"100325572","10093122P1","SC AUX NEUTRAL STRAP","","FLOR","1","0","0","H87","0"
"100325573","10093122P2","SC AUX NEUTRAL STRAP","","FLOR","1","0","0","H87","0"
"100325574","10093124P1","SM RECP BRKT CRNR PST","","FLOR","6","0","0","H87","0"
"100325575","10093124P2","SM RECP BRKT CRNR PST","","FLOR","4","0","0","H87","0"
"100325576","10093125P1","SC NEUTRAL DISCONNECT","","FLOR","2","0","0","H87","0"
"100325577","10093127P1","SC NEUT STRP RECEP","","FLOR","2","0","0","H87","0"
"100325578","10093129P1","SM RECEP CVR WITH HANDLE 16A","","FLOR","2","0","0","H87","0"
"100325579","10093129P4","SM RECEP COVER W HANDLE 30A","","FLOR","1","0","0","H87","0"
"100325580","10093129P5","SM RECEP COVER W HANDLE 40A","","FLOR","2","0","0","H87","0"
"100325581","10093134P10","SM STEEL BARRIER TOP NEUT 40D","","FLOR","2","0","0","H87","0"
"100325582","10093134P16","SM STEEL BARRIER TOP NEUT 50D","","FLOR","4","0","0","H87","0"
"100325583","10093134P27","SM STEEL BARRIER TOP NEUT 55D","","FLOR","2","0","0","H87","0"
"100325584","10093143P3","SI INS BARRIER TOP NEUT 30D","","FLOR","12","0","0","H87","0"
"100325585","10093143P6","SI INS BARRIER TOP NEUT 35D","","FLOR","2","0","0","H87","0"
"100325586","10093226P10","SC SPLICE GROUND 25-30A 5D","","FLOR","1","0","0","H87","0"
"100325587","10093226P4","SC SPLICE GROUND 08-20A 20D","","FLOR","3","0","0","H87","0"
"100325589","10093227P2","SA SPLICE GROUND 08-20A 10D","","FLOR","3","0","0","H87","0"
"100325590","10093227P21","SA SPLICE GROUND 40A 15D","","FLOR","1","0","0","H87","0"
"100325591","10093227P4","SA SPLICE GROUND 08-20A 20D","","FLOR","2","0","0","H87","0"
"100325592","10093297P1","SM BOTTOM BRKT ST 6P","","FLOR","8","0","0","H87","0"
"100325593","10093346P1","SM BRACKET VERT BARRIER","","FLOR","12","0","0","H87","0"
"100325594","10093950P1","SI INSULATION SIDE BARRIER","","FLOR","12","0","0","H87","0"
"100325595","10093950P3","SI INSULATION SIDE BARRIER","","FLOR","4","0","0","H87","0"
"100325596","10094028P1","SM XCEL METER COVER LATCH","","FLOR","18","0","0","H87","0"
"100325597","10094032P1","SEALING PROVISION MOUNTING BKT","","FLOR","12","0","0","H87","0"
"100325598","10094227P2","SM FRONT COVER 6PACK","","FLOR","23","0","0","H87","0"
"100325599","10094228P3","SM BRACKET SF TF 20W","","FLOR","1","0","0","H87","0"
"100325600","10094228P4","SM BRACKET SF TF 35W","","FLOR","8","0","0","H87","0"
"100325601","10094230P7","SSM BRKT DISCONN","","FLOR","96","0","0","H87","0"
"100325602","10094231P10","EM DOOR ITI GFR 14H30W","","FLOR","2","0","0","H87","0"
"100325603","10094231P14","EM DOOR ITI GFR 14H50W","","FLOR","2","0","0","H87","0"
"100325604","10094231P3","EM DOOR ITI GFR 12H35W","","FLOR","3","0","0","H87","0"
"100325605","10094231P4","EM DOOR ITI GFR 12H40W","","FLOR","9","0","0","H87","0"
"100325606","10094275P1","SM PLATE COVER BLIND","","FLOR","59","0","0","H87","0"
"100325607","10094275P5","SSM COVER PLATE","","FLOR","1","0","0","H87","0"
"100325608","10094305P13","SSI BOTTOM BARRIER 6P","","FLOR","2","0","0","H87","0"
"100325609","10094305P14","SSI BOTTOM BARRIER 3P","","FLOR","8","0","0","H87","0"
"100325610","10094325P1","SM BRACKET BARRIER","","FLOR","11","0","0","H87","0"
"100325611","10094334P1","SA CT LOAD BUS PH A T1","","FLOR","2","0","0","H87","0"
"100325612","10094336P1","SA CT LOAD BUS PH C T1","","FLOR","2","0","0","H87","0"
"100325613","10094341p1","GUSSET SPACER - BOTTOM","","FLOR","64","0","0","H87","0"
"100325614","10094342p1","GUSSET SPACER - TOP","","FLOR","4","0","0","H87","0"
"100325615","10094883P1","PG HIGH RES GND BARRIER WYE","","FLOR","3","0","0","H87","0"
"100325616","10095004P8","COVER, FB 27W","","FLOR","1","0","0","H87","0"
"100325617","10095231P10","SC HORIZ BUS TAP 30/60A 15W","","FLOR","6","0","0","H87","0"
"100325618","10095231P13","SC HORIZ BUS TAP 40A 15W","","FLOR","1","0","0","H87","0"
"100325619","10095231P29","SA HORIZ BUS TAP 30A 20W","","FLOR","5","0","0","H87","0"
"100325620","10095231P31","SA HORIZ BUS TAP 40A 15W","","FLOR","3","0","0","H87","0"
"100325621","10095231P34","SC LUG STRAP EMERGENCY 10A","","FLOR","4","0","0","H87","0"
"100325622","10095231P35","SA LUG STRAP EMERGENCY 10A","","FLOR","5","0","0","H87","0"
"100325623","10095231P7","SC HORIZ BUS TAP 12/25A 15W","","FLOR","4","0","0","H87","0"
"100325624","10095302P1","SM XCEL METER COVER LATCH RH","","FLOR","18","0","0","H87","0"
"100325625","10095421P3","SM PLATE ANTI-TURN","","FLOR","2","0","0","H87","0"
"100325626","10096550P8","S-RAIL","","FLOR","4","0","0","H87","0"
"100325627","10096983P1","SM ISB ANGLE BKT TRANS 6CL","","FLOR","62","0","0","H87","0"
"100325628","10100838P2","SM TOP BARRIER 6P","","FLOR","2","0","0","H87","0"
"100325629","10100840P1","SM BRACKET BARRIER TRBL","","FLOR","338","0","0","H87","0"
"100325630","10100840P2","SM BRACKET BARRIER TLBR","","FLOR","184","0","0","H87","0"
"100325631","10100841P1","SM TOP BRACKET BARRIER 3P","","FLOR","1","0","0","H87","0"
"100325632","10100841P2","SM TOP BRACKET BARRIER 6P","","FLOR","10","0","0","H87","0"
"100325633","10100884P1","SM VERTICAL BARRIER ST 3P","","FLOR","2","0","0","H87","0"
"100325634","10100884P2","SM VERTICAL BARRIER ST 6P","","FLOR","7","0","0","H87","0"
"100325635","10100893P1","SM RAIL CHANNEL SUPPORT","","FLOR","5","0","0","H87","0"
"100325636","10101047P3","SM BRKT SOCKT MTR 2","","FLOR","21","0","0","H87","0"
"100325637","10101946P124","SC C/T TIER T1 20A 5 OFF LF","","FLOR","1","0","0","H87","0"
"100325638","10101946P125","SC C/T TIER T1 20A 5 OFF LF","","FLOR","1","0","0","H87","0"
"100325639","10101946P126","SC C/T TIER T2 20A 5 OFF LF","","FLOR","1","0","0","H87","0"
"100325640","10101946P127","SC C/T TIER T2 20A 5 OFF LF","","FLOR","1","0","0","H87","0"
"100325641","10101946P136","SC C/T TIER T1 20A 5 OFF RH","","FLOR","1","0","0","H87","0"
"100325642","10101946P137","SC C/T TIER T1 20A 5 OFF RH","","FLOR","1","0","0","H87","0"
"100325643","10101946P138","SC C/T TIER T2 20A 5 OFF RH","","FLOR","1","0","0","H87","0"
"100325644","10101946P139","SC C/T TIER T2 20A 5 OFF RH","","FLOR","1","0","0","H87","0"
"100325645","10101946P31","SC C/T TIER T1 20A 0 OFF LF","","FLOR","23","0","0","H87","0"
"100325646","10101946P32","SC C/T TIER T2 20A 0 OFF LF","","FLOR","1","0","0","H87","0"
"100325647","10101946P43","SC C/T TIER T1 20A 0 OFF RH","","FLOR","23","0","0","H87","0"
"100325648","10101946P44","SC C/T TIER T2 20A 0 OFF RH","","FLOR","1","0","0","H87","0"
"100325649","10101946P6","SC C/T TIER T3 10A 0 OFF","","FLOR","1","0","0","H87","0"
"100325650","10101965P1","SA C/T TIER T1 08A 0 OFF","","FLOR","4","0","0","H87","0"
"100325651","10101965P28","SA C/T TIER T1 16A 0 OFF LF","","FLOR","3","0","0","H87","0"
"100325652","10101965P29","SA C/T TIER T2 16A 0 OFF LF","","FLOR","3","0","0","H87","0"
"100325653","10101965P31","SA C/T TIER T1 16A 0 OFF RH","","FLOR","3","0","0","H87","0"
"100325654","10101965P32","SA C/T TIER T2 16A 0 OFF RH","","FLOR","3","0","0","H87","0"
"100325655","10102285P1","SC L LUG STRAPS 65K (CU-RH)","","FLOR","2","0","0","H87","0"
"100325656","10102285P3","SC L LUG STRAPS 65K (CU-RH)","","FLOR","1","0","0","H87","0"
"100325657","10102285P5","SC L LUG STRAPS 65K (CU-RH)","","FLOR","10","0","0","H87","0"
"100325658","10102285P6","SC L LUG STRAPS 65K (CU-RH)","","FLOR","4","0","0","H87","0"
"100325659","10102285P7","STRAP","","FLOR","4","0","0","H87","0"
"100325660","10102287P3","SA L LUG STRAPS 65K (AL-LH)","","FLOR","3","0","0","H87","0"
"100325661","10102287P4","SA L LUG STRAPS 65K (AL-LH)","","FLOR","4","0","0","H87","0"
"100325662","10102287P6","SA L LUG STRAPS 65K (AL-LH)","","FLOR","1","0","0","H87","0"
"100325663","10102287P7","SA L LUG STRAPS 65K (AL-LH)","","FLOR","23","0","0","H87","0"
"100325664","10102288P2","SA L LUG STRAPS 65K (AL-RH)","","FLOR","1","0","0","H87","0"
"100325665","10102288P3","SA L LUG STRAPS 65K (AL-RH)","","FLOR","2","0","0","H87","0"
"100325666","10102288P6","SA L LUG STRAPS 65K (AL-RH)","","FLOR","27","0","0","H87","0"
"100325667","10102288P7","SA L LUG STRAPS 65K (AL-RH)","","FLOR","25","0","0","H87","0"
"100325668","10106694P1","SM MOUNTING BRACKET","","FLOR","16","0","0","H87","0"
"100325669","10107228P1","SM BRKT","","FLOR","540","0","0","H87","0"
